GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6333.6,79.7,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6127.1,53.8,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4345.8,41.1,Đông,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1427.1,55.4,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,12086.6,115.7,Tây Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 2,8672.7,99.2,Tây Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10918.3,109.4,Tây Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8000.7,72.3,Nam,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,12321.9,72.5,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5118.4,,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7025.6,77.0,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,16587.9,87.0,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,12219.7,106.4,Tây Nam,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8943.4,143.8,Bắc,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9472.4,87.6,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8576.3,118.0,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8959.2,97.7,Đông Nam,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,16930.4,80.8,Tây Nam,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,14212.7,110.4,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6893.2,112.3,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3155.3,77.7,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5723.0,101.9,Tây,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8036.2,73.8,Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4901.3,150.1,Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4564.1,119.7,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9767.2,115.9,Tây Bắc,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7628.1,98.1,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6187.0,59.1,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7257.9,88.0,Tây Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7430.5,71.7,Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5429.8,140.2,Đông Nam,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6259.1,57.2,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1896.8,55.9,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,13689.5,57.6,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,13299.4,111.5,Bắc,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10029.0,96.0,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10095.7,95.7,,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1957.9,69.4,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3779.2,141.0,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10206.9,95.8,Đông Bắc,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,10900.0,57.4,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6441.4,,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5516.8,129.1,Tây Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,13726.3,112.0,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11818.0,,Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5234.7,68.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12141.1,111.3,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6074.9,47.7,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10922.3,85.7,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7448.3,61.8,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10542.2,87.9,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7376.2,59.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7537.8,47.1,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3265.5,67.0,,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7577.1,104.7,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,,61.0,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14984.0,87.6,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6029.8,98.3,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10878.3,111.0,Nam,,,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10326.4,108.9,Đông Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,13298.8,116.2,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10862.4,97.7,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5208.1,91.2,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6469.1,73.2,Bắc,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7542.4,129.4,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3410.4,60.2,Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,9542.2,40.7,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9999.9,79.7,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6114.6,114.6,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5489.5,86.2,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4931.5,135.7,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10397.5,104.4,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4527.1,41.1,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10652.7,115.7,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7953.5,63.4,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12842.9,82.1,Đông Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6868.7,111.0,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9638.3,76.4,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10154.5,56.1,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,11132.2,113.9,Đông,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8665.1,157.6,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10274.9,96.3,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4038.9,85.8,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8121.2,158.5,Đông,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10647.0,100.9,Đông,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7354.6,105.0,Tây Nam,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4261.8,159.4,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9853.2,90.0,Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3916.9,91.1,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5037.9,145.4,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3188.0,50.4,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7870.1,39.1,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5342.4,59.4,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5100.3,44.3,,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6183.4,79.7,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7223.5,97.3,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8206.4,82.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,13861.7,119.0,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4323.7,51.1,Bắc,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5283.3,31.7,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7866.3,80.7,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,11763.6,92.7,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,11745.3,109.9,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9547.9,91.7,Tây Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5539.6,48.5,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,11147.8,105.3,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4065.0,55.2,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5414.0,138.7,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2718.9,58.4,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2348.4,77.6,Đông Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3000.3,108.2,Tây Nam,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6970.5,,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5681.3,50.9,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7561.1,64.5,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9685.5,113.2,Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8558.1,116.5,Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7047.8,55.2,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8069.6,99.1,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4809.4,60.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7085.3,79.9,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6211.8,131.2,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3322.5,106.6,Đông Bắc,,4,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5183.8,68.3,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11698.5,90.6,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4553.6,43.0,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6326.0,87.1,,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7187.0,93.1,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4363.2,96.2,Tây Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5114.2,53.4,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5994.0,93.2,Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,,49.0,,,2,,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 1,12760.9,67.1,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9109.6,92.6,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6009.0,78.0,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8589.1,73.5,Bắc,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,,80.0,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8292.7,107.9,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10348.4,104.0,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4492.9,36.7,Đông,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7697.0,112.1,Bắc,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6335.4,72.7,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5994.0,35.2,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2082.5,69.4,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11142.1,118.6,Bắc,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4478.5,,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14508.4,78.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8151.0,105.2,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6944.0,69.4,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3467.8,66.6,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,11679.9,117.2,Đông Nam,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7615.6,130.8,Đông Bắc,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5573.0,43.3,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6971.5,54.5,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7842.2,,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5882.0,132.8,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,11773.4,101.3,Tây Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3423.4,135.3,Đông Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5492.7,63.1,Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3601.5,44.8,Bắc,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17396.9,86.0,,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6700.9,53.2,Đông,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10606.3,86.1,Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4255.2,102.7,Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7451.4,144.9,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8784.6,75.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,,77.9,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4252.9,124.4,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5424.5,54.9,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,10001.5,113.6,Đông Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7361.7,150.9,,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2567.0,58.2,Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10227.6,96.6,Đông,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5886.0,67.2,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5572.8,58.3,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5386.6,113.6,Đông Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8233.8,38.5,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2741.4,66.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5384.9,32.8,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7725.2,75.0,Tây,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8404.4,103.5,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10802.2,83.3,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5521.2,74.4,,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4380.9,43.8,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,7852.4,132.3,Tây,,4,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4087.4,127.9,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7320.7,76.7,Tây Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,,75.9,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5307.1,144.3,Tây,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5806.2,156.0,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6614.2,82.7,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,6374.0,106.4,Đông Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9885.3,104.3,Tây Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,16083.1,76.8,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12179.9,113.3,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,16135.1,76.5,Tây,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5351.6,146.2,Tây Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6135.8,81.1,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6316.0,66.8,Tây Bắc,,1,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,9739.8,146.7,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5810.3,51.1,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7335.1,45.6,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5334.4,52.2,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3077.9,93.7,Tây,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,13543.5,104.2,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7533.3,60.8,Tây Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5267.6,65.3,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9137.2,95.1,Đông Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11439.1,72.9,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4110.5,109.2,Tây Bắc,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6151.2,83.8,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10837.7,119.4,Đông Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14134.2,65.1,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,10432.5,159.7,Đông Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8123.6,66.3,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4206.5,117.7,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8500.3,88.3,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6334.2,60.0,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8166.5,101.6,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,13154.0,55.2,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5821.3,71.9,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,11757.2,119.9,Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5491.6,46.4,Nam,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7943.8,86.3,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7391.3,41.5,Tây,,2,1,
